user_id,user_url,sentiment_analysis,posted,item_id,recommend
76561198014200832,http://steamcommunity.com/profiles/76561198014200832,2,2014-06-24,8930,1
MarucTp,http://steamcommunity.com/id/MarucTp,2,2015-03-25,29800,1
Noorman,http://steamcommunity.com/id/Noorman,2,2014-12-23,304930,1
VanClash,http://steamcommunity.com/id/VanClash,2,2014-08-23,259720,1
viniff3,http://steamcommunity.com/id/viniff3,2,2014-02-04,226320,0
76561198064910840,http://steamcommunity.com/profiles/76561198064910840,2,2015-04-17,271590,1
76561198059576557,http://steamcommunity.com/profiles/76561198059576557,2,2014-10-16,306460,1
76561198062454216,http://steamcommunity.com/profiles/76561198062454216,2,2014-03-15,264200,1
HaloGummi,http://steamcommunity.com/id/HaloGummi,2,2015-04-17,271590,1
TBMC,http://steamcommunity.com/id/TBMC,2,2014-07-01,570,1
Master25Oficial,http://steamcommunity.com/id/Master25Oficial,2,2013-12-14,440,1
bobibonk,http://steamcommunity.com/id/bobibonk,2,2013-12-04,105600,1
random_dude_117,http://steamcommunity.com/id/random_dude_117,2,2014-08-13,301520,1
76561198028388756,http://steamcommunity.com/profiles/76561198028388756,2,NaT,227480,1
Mastermind1998,http://steamcommunity.com/id/Mastermind1998,2,2013-12-27,22230,1
76561198057479361,http://steamcommunity.com/profiles/76561198057479361,0,NaT,271290,1
Captain_Honey,http://steamcommunity.com/id/Captain_Honey,2,2014-07-12,304930,1
reallycoolman,http://steamcommunity.com/id/reallycoolman,2,2014-05-30,243870,1
76561198079899934,http://steamcommunity.com/profiles/76561198079899934,2,2015-06-19,291210,0
76561198074993638,http://steamcommunity.com/profiles/76561198074993638,2,2015-02-08,242760,1
76561198087809390,http://steamcommunity.com/profiles/76561198087809390,2,2015-01-10,221100,1
091263,http://steamcommunity.com/id/091263,2,2013-12-27,220240,1
TREEPAlN,http://steamcommunity.com/id/TREEPAlN,2,2014-09-27,730,1
76561198071083918,http://steamcommunity.com/profiles/76561198071083918,2,2015-01-01,322330,1
mathelus,http://steamcommunity.com/id/mathelus,2,2012-09-18,240,1
clawbot44,http://steamcommunity.com/id/clawbot44,2,2014-08-20,284160,1
xmatiias,http://steamcommunity.com/id/xmatiias,2,2014-06-26,218620,1
matocake,http://steamcommunity.com/id/matocake,2,2015-06-05,730,1
76561198059298985,http://steamcommunity.com/profiles/76561198059298985,2,NaT,107410,1
76561198044675502,http://steamcommunity.com/profiles/76561198044675502,2,2015-01-13,730,1
76561198065145032,http://steamcommunity.com/profiles/76561198065145032,2,2015-01-25,227300,1
76561198072851994,http://steamcommunity.com/profiles/76561198072851994,2,2014-02-27,239220,1
Matt4Prez2K16,http://steamcommunity.com/id/Matt4Prez2K16,2,2014-02-11,252490,1
76561198034985315,http://steamcommunity.com/profiles/76561198034985315,2,2015-02-17,72850,1
MattaPuttasPT,http://steamcommunity.com/id/MattaPuttasPT,2,2015-06-22,65800,1
76561198070771562,http://steamcommunity.com/profiles/76561198070771562,2,NaT,386360,1
76561197963638240,http://steamcommunity.com/profiles/76561197963638240,2,NaT,235780,1
76561198049382758,http://steamcommunity.com/profiles/76561198049382758,2,2015-04-29,360870,1
76561198008760866,http://steamcommunity.com/profiles/76561198008760866,2,2014-08-20,270170,0
76561198083444374,http://steamcommunity.com/profiles/76561198083444374,2,2014-07-05,107410,1
MattrAus,http://steamcommunity.com/id/MattrAus,2,2015-11-01,370100,0
Matttopia,http://steamcommunity.com/id/Matttopia,2,2014-01-20,263760,1
76561198027720165,http://steamcommunity.com/profiles/76561198027720165,2,2015-08-29,391460,0
76561198085470909,http://steamcommunity.com/profiles/76561198085470909,2,2014-12-24,241930,1
MinerKnight,http://steamcommunity.com/id/MinerKnight,2,2015-12-16,244770,1
maverick1126,http://steamcommunity.com/id/maverick1126,2,2015-03-16,218620,1
mastrix8,http://steamcommunity.com/id/mastrix8,2,NaT,418340,1
76561198064872377,http://steamcommunity.com/profiles/76561198064872377,0,2013-12-27,224540,1
554076033,http://steamcommunity.com/id/554076033,2,NaT,346110,1
fuckingdinasaww,http://steamcommunity.com/id/fuckingdinasaww,2,2014-04-16,222880,1
_maximus,http://steamcommunity.com/id/_maximus,2,2015-08-11,306660,1
maxstupo,http://steamcommunity.com/id/maxstupo,2,2014-06-28,219640,1
maxy21,http://steamcommunity.com/id/maxy21,2,2014-02-08,221100,1
76561198284225973,http://steamcommunity.com/profiles/76561198284225973,2,NaT,314970,1
mayaismywife,http://steamcommunity.com/id/mayaismywife,0,2014-09-27,234160,1
TANTANTAN1,http://steamcommunity.com/id/TANTANTAN1,2,2015-10-17,218620,1
joshuacowan23,http://steamcommunity.com/id/joshuacowan23,2,2013-12-03,440,1
Pregao07,http://steamcommunity.com/id/Pregao07,2,2015-10-30,346110,1
mind_fucked,http://steamcommunity.com/id/mind_fucked,0,2014-08-21,4000,1
halback4,http://steamcommunity.com/id/halback4,1,2014-11-29,8930,1
76561198087930289,http://steamcommunity.com/profiles/76561198087930289,2,2014-05-18,440,1
C9Kfl0m,http://steamcommunity.com/id/C9Kfl0m,0,2014-03-14,730,1
mazzabro,http://steamcommunity.com/id/mazzabro,2,2014-02-16,261700,1
MAZZA768,http://steamcommunity.com/id/MAZZA768,2,NaT,337320,1
mazzarc,http://steamcommunity.com/id/mazzarc,2,2014-01-04,220440,1
mblades,http://steamcommunity.com/id/mblades,2,NaT,350310,1
MebzAdventures,http://steamcommunity.com/id/MebzAdventures,2,2015-01-24,550,1
aarenswag,http://steamcommunity.com/id/aarenswag,2,2014-12-26,202970,1
sexybabes,http://steamcommunity.com/id/sexybabes,2,2014-06-21,238460,1
McLovinOFFICIAL,http://steamcommunity.com/id/McLovinOFFICIAL,2,2014-05-29,243470,1
Admiral_Jt,http://steamcommunity.com/id/Admiral_Jt,2,2014-03-22,570,1
MC2001,http://steamcommunity.com/id/MC2001,2,2015-08-19,227940,1
Mcboyo,http://steamcommunity.com/id/Mcboyo,2,2015-04-04,105600,1
76561198095959526,http://steamcommunity.com/profiles/76561198095959526,2,2015-12-09,730,1
Gabbu,http://steamcommunity.com/id/Gabbu,2,2014-12-22,304930,1
76561198043802521,http://steamcommunity.com/profiles/76561198043802521,2,2014-02-25,104900,1
maxmonaey,http://steamcommunity.com/id/maxmonaey,2,2014-09-22,232890,1
assperabass,http://steamcommunity.com/id/assperabass,2,2014-01-21,730,1
76561198101324330,http://steamcommunity.com/profiles/76561198101324330,2,2015-01-15,4000,1
UltimateAlloy,http://steamcommunity.com/id/UltimateAlloy,2,2013-11-07,4000,1
76561198059301330,http://steamcommunity.com/profiles/76561198059301330,2,2015-05-29,208090,0
76561197965224231,http://steamcommunity.com/profiles/76561197965224231,0,2015-03-20,730,1
76561198126883516,http://steamcommunity.com/profiles/76561198126883516,2,2015-05-06,72850,1
mda7,http://steamcommunity.com/id/mda7,0,2015-02-04,209160,0
76561198025505068,http://steamcommunity.com/profiles/76561198025505068,2,NaT,730,1
76561198066639517,http://steamcommunity.com/profiles/76561198066639517,2,2015-07-01,38420,1
Meatman1151,http://steamcommunity.com/id/Meatman1151,2,2015-08-10,252950,1
76561198066529457,http://steamcommunity.com/profiles/76561198066529457,2,2015-01-20,730,1
Clinkzton,http://steamcommunity.com/id/Clinkzton,2,2015-02-05,339800,1
76561198089875992,http://steamcommunity.com/profiles/76561198089875992,2,2015-08-18,262060,1
76561198026614455,http://steamcommunity.com/profiles/76561198026614455,2,2014-12-11,233250,1
disregardwomenacquirecurrency,http://steamcommunity.com/id/disregardwomenacquirecurrency,2,2015-04-23,232090,1
76561198070942468,http://steamcommunity.com/profiles/76561198070942468,2,2015-09-01,333930,1
FixItFox,http://steamcommunity.com/id/FixItFox,0,2015-05-28,346900,1
Edgy1,http://steamcommunity.com/id/Edgy1,2,NaT,409170,1
mouwen,http://steamcommunity.com/id/mouwen,2,NaT,222880,0
76561198049136422,http://steamcommunity.com/profiles/76561198049136422,2,2015-09-12,386360,1
liv0004,http://steamcommunity.com/id/liv0004,2,2013-12-28,219150,1
medusameows,http://steamcommunity.com/id/medusameows,2,2013-12-20,113020,1
Jarface,http://steamcommunity.com/id/Jarface,2,2014-03-12,440,1
76561198084307939,http://steamcommunity.com/profiles/76561198084307939,2,2015-07-23,388090,1
eddygotts,http://steamcommunity.com/id/eddygotts,2,2014-07-03,239820,1
themegastro,http://steamcommunity.com/id/themegastro,2,2013-12-18,550,1
MegaTeamAJ,http://steamcommunity.com/id/MegaTeamAJ,2,NaT,440,1
MaarTinxu,http://steamcommunity.com/id/MaarTinxu,2,2014-07-09,242760,1
MeGoring,http://steamcommunity.com/id/MeGoring,2,2015-06-05,730,1
MeguminUce,http://steamcommunity.com/id/MeguminUce,2,2015-04-26,313740,1
CaptainViggs,http://steamcommunity.com/id/CaptainViggs,2,2013-12-24,204360,1
__UW0TM8__,http://steamcommunity.com/id/__UW0TM8__,2,NaT,730,1
76561198086622542,http://steamcommunity.com/profiles/76561198086622542,2,NaT,349700,0
darkaceftw,http://steamcommunity.com/id/darkaceftw,2,2015-11-28,232090,1
nerfdarius,http://steamcommunity.com/id/nerfdarius,0,2015-03-15,730,1
tcruisemissile,http://steamcommunity.com/id/tcruisemissile,2,2014-06-08,263440,0
76561198094961153,http://steamcommunity.com/profiles/76561198094961153,2,NaT,381210,0
qortmdals003,http://steamcommunity.com/id/qortmdals003,2,2015-11-27,241560,0
Melonman231,http://steamcommunity.com/id/Melonman231,2,NaT,211720,1
pandashan,http://steamcommunity.com/id/pandashan,2,2015-05-08,730,1
thomazlol,http://steamcommunity.com/id/thomazlol,2,2015-10-23,346900,1
ItsItsItsItsItsmememe,http://steamcommunity.com/id/ItsItsItsItsItsmememe,2,2015-01-30,620,1
Lockouttaheaven,http://steamcommunity.com/id/Lockouttaheaven,2,2015-02-27,241930,1
76561198071991173,http://steamcommunity.com/profiles/76561198071991173,2,2015-04-24,230410,1
76561198079507473,http://steamcommunity.com/profiles/76561198079507473,2,2014-06-27,440,1
howtodoto101,http://steamcommunity.com/id/howtodoto101,2,2015-12-18,12210,0
theguywithnobrain,http://steamcommunity.com/id/theguywithnobrain,0,NaT,226700,0
AAAAAAAAlAAAAAAAAAA,http://steamcommunity.com/id/AAAAAAAAlAAAAAAAAAA,2,NaT,105600,1
h00py,http://steamcommunity.com/id/h00py,2,2014-09-30,70,1
76561198044026724,http://steamcommunity.com/profiles/76561198044026724,2,2015-01-01,50130,1
ShadicTripleSeven,http://steamcommunity.com/id/ShadicTripleSeven,2,2015-01-08,233150,1
arashk1996,http://steamcommunity.com/id/arashk1996,2,2014-10-25,230410,1
Meph--,http://steamcommunity.com/id/Meph--,2,2014-01-22,244870,1
Lightbekon,http://steamcommunity.com/id/Lightbekon,2,NaT,268500,1
SorryIloveemilia,http://steamcommunity.com/id/SorryIloveemilia,2,2015-05-02,320300,1
akiraadrien,http://steamcommunity.com/id/akiraadrien,2,2014-06-19,570,1
sirasscakes,http://steamcommunity.com/id/sirasscakes,2,2015-03-11,255710,1
Derpypotato,http://steamcommunity.com/id/Derpypotato,2,2014-07-26,233250,1
76561198146431031,http://steamcommunity.com/profiles/76561198146431031,2,NaT,346900,1
76561198048599402,http://steamcommunity.com/profiles/76561198048599402,2,NaT,2290,1
76561198084179882,http://steamcommunity.com/profiles/76561198084179882,2,2014-12-02,4000,1
hkdgjm,http://steamcommunity.com/id/hkdgjm,2,2014-11-18,264380,1
Mett6,http://steamcommunity.com/id/Mett6,2,2013-12-27,241720,1
76561198048922542,http://steamcommunity.com/profiles/76561198048922542,2,2015-01-19,220,1
76561198085513666,http://steamcommunity.com/profiles/76561198085513666,0,2014-06-01,242760,1
GoodOlDick,http://steamcommunity.com/id/GoodOlDick,2,2014-11-18,323240,1
76561198064936176,http://steamcommunity.com/profiles/76561198064936176,2,2014-01-23,4000,1
notsaddam,http://steamcommunity.com/id/notsaddam,2,2015-07-22,20900,1
76561198027727883,http://steamcommunity.com/profiles/76561198027727883,2,2014-06-24,252490,1
MEXIGAM3R,http://steamcommunity.com/id/MEXIGAM3R,2,2014-03-19,730,1
mezzamorph,http://steamcommunity.com/id/mezzamorph,0,2015-02-26,570,1
76561198158147651,http://steamcommunity.com/profiles/76561198158147651,2,2015-04-04,242760,1
76561198027533076,http://steamcommunity.com/profiles/76561198027533076,2,2015-12-26,225540,0
AusMikey,http://steamcommunity.com/id/AusMikey,0,2014-06-11,243470,0
76561198171017834,http://steamcommunity.com/profiles/76561198171017834,2,NaT,4000,1
pixlflames,http://steamcommunity.com/id/pixlflames,2,2014-03-18,252490,1
sir_nickster,http://steamcommunity.com/id/sir_nickster,2,2015-01-12,20,1
76561198101601949,http://steamcommunity.com/profiles/76561198101601949,2,NaT,440,1
76561198087566671,http://steamcommunity.com/profiles/76561198087566671,2,2015-02-19,325610,1
76561198074311103,http://steamcommunity.com/profiles/76561198074311103,2,2014-12-05,630,1
miciah,http://steamcommunity.com/id/miciah,2,2015-11-05,361640,0
miguel3939,http://steamcommunity.com/id/miguel3939,0,2014-06-29,24960,1
76561198061208964,http://steamcommunity.com/profiles/76561198061208964,2,2013-12-16,12210,1
76561198074871696,http://steamcommunity.com/profiles/76561198074871696,2,2013-08-28,570,1
micky_d,http://steamcommunity.com/id/micky_d,2,2013-02-08,223630,1
76561198155627953,http://steamcommunity.com/profiles/76561198155627953,2,2014-10-11,214950,1
76561198065868047,http://steamcommunity.com/profiles/76561198065868047,2,NaT,346110,1
76561198098447960,http://steamcommunity.com/profiles/76561198098447960,2,2015-04-07,265930,1
76561198047306749,http://steamcommunity.com/profiles/76561198047306749,2,NaT,94400,1
m1dday,http://steamcommunity.com/id/m1dday,2,NaT,385730,1
Varck,http://steamcommunity.com/id/Varck,2,2015-03-28,310080,1
76561198106998900,http://steamcommunity.com/profiles/76561198106998900,2,2014-02-19,440,1
Smithy199,http://steamcommunity.com/id/Smithy199,2,2013-11-27,65800,1
2390746539217,http://steamcommunity.com/id/2390746539217,2,2013-12-31,105600,1
MidorimaShiniarou,http://steamcommunity.com/id/MidorimaShiniarou,2,NaT,252950,1
Migelino64,http://steamcommunity.com/id/Migelino64,2,2015-08-01,316010,0
mijiperki,http://steamcommunity.com/id/mijiperki,2,2014-06-28,272350,1
76561198053869992,http://steamcommunity.com/profiles/76561198053869992,2,2015-06-16,245170,1
Mikaris,http://steamcommunity.com/id/Mikaris,2,2015-05-11,223750,1
lohbsy,http://steamcommunity.com/id/lohbsy,2,NaT,413150,1
76561198078389003,http://steamcommunity.com/profiles/76561198078389003,2,2014-06-28,221910,1
76561198090495592,http://steamcommunity.com/profiles/76561198090495592,2,2014-09-23,440,1
76561198088402422,http://steamcommunity.com/profiles/76561198088402422,1,2013-06-01,440,1
76561198088918807,http://steamcommunity.com/profiles/76561198088918807,2,2014-07-16,227940,1
miko-chan,http://steamcommunity.com/id/miko-chan,2,2014-02-19,212480,1
76561198068257050,http://steamcommunity.com/profiles/76561198068257050,2,2013-12-16,252490,0
76561198065725199,http://steamcommunity.com/profiles/76561198065725199,2,2015-04-04,730,1
superdodo5,http://steamcommunity.com/id/superdodo5,2,2013-12-03,4000,1
Zeboz,http://steamcommunity.com/id/Zeboz,2,NaT,417910,0
milkxama,http://steamcommunity.com/id/milkxama,2,2014-10-12,730,1
shakingthingsup,http://steamcommunity.com/id/shakingthingsup,2,NaT,413150,1
76561198086118981,http://steamcommunity.com/profiles/76561198086118981,2,2013-12-27,1250,1
millionairemethmaker,http://steamcommunity.com/id/millionairemethmaker,2,2012-11-16,440,1
76561198050812671,http://steamcommunity.com/profiles/76561198050812671,2,2015-06-14,338170,1
76561198175247209,http://steamcommunity.com/profiles/76561198175247209,2,NaT,730,1
SuperHoboLord,http://steamcommunity.com/id/SuperHoboLord,2,2013-11-24,51100,1
ArrestMe,http://steamcommunity.com/id/ArrestMe,2,2014-12-22,218620,1
76561198056913746,http://steamcommunity.com/profiles/76561198056913746,2,2015-07-05,20500,1
Hardway155,http://steamcommunity.com/id/Hardway155,2,NaT,319630,1
harryhairyarse,http://steamcommunity.com/id/harryhairyarse,2,2014-03-04,252490,1
76561198039330239,http://steamcommunity.com/profiles/76561198039330239,2,2015-05-30,271590,0
154352,http://steamcommunity.com/id/154352,2,2015-11-04,300080,0
mini_coopa2,http://steamcommunity.com/id/mini_coopa2,2,2015-10-12,223470,1
minkang7360,http://steamcommunity.com/id/minkang7360,2,2014-01-12,49520,1
76561198060843008,http://steamcommunity.com/profiles/76561198060843008,2,2014-04-01,265930,1
76561198067941267,http://steamcommunity.com/profiles/76561198067941267,2,2014-02-18,208090,1
sock1345,http://steamcommunity.com/id/sock1345,2,2014-09-24,4000,1
_kyra,http://steamcommunity.com/id/_kyra,2,2013-12-20,730,1
Peru4life,http://steamcommunity.com/id/Peru4life,2,2013-08-18,570,1
mintgreeniceteawithmilk,http://steamcommunity.com/id/mintgreeniceteawithmilk,2,2014-06-25,730,1
Mintlessgaming,http://steamcommunity.com/id/Mintlessgaming,2,2014-11-14,332800,1
76561198060622421,http://steamcommunity.com/profiles/76561198060622421,2,2014-05-18,440,1
crackdatdopamine,http://steamcommunity.com/id/crackdatdopamine,2,2014-09-14,221640,1
Mirstikain,http://steamcommunity.com/id/Mirstikain,2,2014-09-03,304930,1
miscgamingyoutube,http://steamcommunity.com/id/miscgamingyoutube,2,2013-12-18,730,1
76561198077888594,http://steamcommunity.com/profiles/76561198077888594,2,2014-03-25,10180,1
KJuke,http://steamcommunity.com/id/KJuke,2,NaT,200210,1
MissVioletVi,http://steamcommunity.com/id/MissVioletVi,2,NaT,346110,0
jakemhill,http://steamcommunity.com/id/jakemhill,2,2015-10-23,235540,1
ansairmist,http://steamcommunity.com/id/ansairmist,2,2015-04-10,227300,1
76561198142511076,http://steamcommunity.com/profiles/76561198142511076,2,2014-08-30,239820,1
76561198016359317,http://steamcommunity.com/profiles/76561198016359317,2,2014-07-17,301520,1
76561198059749148,http://steamcommunity.com/profiles/76561198059749148,2,2014-06-25,221380,1
76561198035148971,http://steamcommunity.com/profiles/76561198035148971,2,2013-12-15,4000,1
lobsinus,http://steamcommunity.com/id/lobsinus,2,2015-10-30,401920,1
535346456636,http://steamcommunity.com/id/535346456636,2,2015-01-20,304930,1
markereiei,http://steamcommunity.com/id/markereiei,2,2015-04-10,730,1
76561198048813790,http://steamcommunity.com/profiles/76561198048813790,2,2015-11-29,417860,1
motchbox,http://steamcommunity.com/id/motchbox,2,2015-05-26,730,1
76561198044588689,http://steamcommunity.com/profiles/76561198044588689,2,2014-09-16,272510,1
iwannakilmyselfthx,http://steamcommunity.com/id/iwannakilmyselfthx,2,2015-05-05,319630,1
76561198054568398,http://steamcommunity.com/profiles/76561198054568398,2,2014-07-04,238320,1
76561198084523951,http://steamcommunity.com/profiles/76561198084523951,2,NaT,245170,1
yii,http://steamcommunity.com/id/yii,2,2014-06-23,570,1
mixadance,http://steamcommunity.com/id/mixadance,2,2015-04-16,271590,1
BuddyGowut,http://steamcommunity.com/id/BuddyGowut,2,2014-01-31,252490,1
chocpin,http://steamcommunity.com/id/chocpin,2,2014-02-23,8930,0
mjtothetop,http://steamcommunity.com/id/mjtothetop,2,2014-08-05,105600,1
76561198120690276,http://steamcommunity.com/profiles/76561198120690276,2,2014-06-24,50300,1
76561198027601501,http://steamcommunity.com/profiles/76561198027601501,2,2015-04-26,46770,1
IISantaII,http://steamcommunity.com/id/IISantaII,0,2015-04-12,355840,1
MLGDominatorGaming,http://steamcommunity.com/id/MLGDominatorGaming,2,NaT,304930,1
08254669696969696969,http://steamcommunity.com/id/08254669696969696969,2,2014-03-27,730,1
ultraman6969,http://steamcommunity.com/id/ultraman6969,0,2014-09-19,218620,1
76561198044020758,http://steamcommunity.com/profiles/76561198044020758,2,2015-08-30,38830,0
76561198071642666,http://steamcommunity.com/profiles/76561198071642666,0,2014-10-19,200510,1
MobbaHobba,http://steamcommunity.com/id/MobbaHobba,2,NaT,304930,1
XMobeZC,http://steamcommunity.com/id/XMobeZC,0,NaT,211820,1
Mobullbo,http://steamcommunity.com/id/Mobullbo,2,NaT,239450,0
76561197966647905,http://steamcommunity.com/profiles/76561197966647905,0,2014-07-08,209160,0
Portals,http://steamcommunity.com/id/Portals,2,2014-10-31,243470,0
mochajung,http://steamcommunity.com/id/mochajung,2,2014-06-22,35720,1
76561198064572589,http://steamcommunity.com/profiles/76561198064572589,0,2015-06-03,440,1
76561198064199218,http://steamcommunity.com/profiles/76561198064199218,0,2015-10-24,330840,1
76561198041992677,http://steamcommunity.com/profiles/76561198041992677,2,2015-12-29,440,1
345675,http://steamcommunity.com/id/345675,2,2013-11-25,220,1
Mofflang,http://steamcommunity.com/id/Mofflang,2,2014-12-19,311340,1
76561198068347804,http://steamcommunity.com/profiles/76561198068347804,2,2015-11-26,207230,1
76561198070479278,http://steamcommunity.com/profiles/76561198070479278,2,2014-03-15,271290,0
Mohawkpelican,http://steamcommunity.com/id/Mohawkpelican,2,NaT,301520,1
Ohlmay,http://steamcommunity.com/id/Ohlmay,2,2014-07-12,250320,1
ForTheWinLegitimance,http://steamcommunity.com/id/ForTheWinLegitimance,2,2015-08-21,252950,1
76561197964316999,http://steamcommunity.com/profiles/76561197964316999,2,2014-08-03,221100,0
imdagiver,http://steamcommunity.com/id/imdagiver,2,2013-12-22,208480,1
burnttoast4444,http://steamcommunity.com/id/burnttoast4444,2,NaT,4570,1
76561198090507837,http://steamcommunity.com/profiles/76561198090507837,2,NaT,282440,1
76561198176703745,http://steamcommunity.com/profiles/76561198176703745,2,2015-06-30,730,1
76561198059983240,http://steamcommunity.com/profiles/76561198059983240,1,NaT,349040,1
76561198085905659,http://steamcommunity.com/profiles/76561198085905659,2,2013-12-06,550,1
76561198135993852,http://steamcommunity.com/profiles/76561198135993852,2,2015-08-12,304930,1
Sylveonssssss,http://steamcommunity.com/id/Sylveonssssss,2,2015-01-25,440,1
rembestogirl,http://steamcommunity.com/id/rembestogirl,2,2015-10-15,218620,0
76561198025989885,http://steamcommunity.com/profiles/76561198025989885,2,NaT,445440,1
76561198051664244,http://steamcommunity.com/profiles/76561198051664244,0,2015-12-29,730,1
Mondrow20,http://steamcommunity.com/id/Mondrow20,2,2014-12-04,440,1
stupidbitchcunt,http://steamcommunity.com/id/stupidbitchcunt,0,2013-12-09,4920,1
dnnclarke66,http://steamcommunity.com/id/dnnclarke66,2,2014-11-15,332800,1
Eros13,http://steamcommunity.com/id/Eros13,0,2014-06-17,4560,1
76561198071542886,http://steamcommunity.com/profiles/76561198071542886,2,2015-12-22,730,1
felipetoledoribeiro,http://steamcommunity.com/id/felipetoledoribeiro,2,2014-12-15,440,1
76561198038335264,http://steamcommunity.com/profiles/76561198038335264,2,2015-12-07,328220,0
CorporalTaylor200,http://steamcommunity.com/id/CorporalTaylor200,0,2015-11-03,105600,0
76561198090180844,http://steamcommunity.com/profiles/76561198090180844,0,NaT,224260,1
76561198071540898,http://steamcommunity.com/profiles/76561198071540898,2,2015-12-23,243870,1
komix15,http://steamcommunity.com/id/komix15,2,2015-11-24,65800,1
moocowsmoocows,http://steamcommunity.com/id/moocowsmoocows,2,NaT,620,1
76561198053796134,http://steamcommunity.com/profiles/76561198053796134,2,2014-05-06,252490,1
76561198079559505,http://steamcommunity.com/profiles/76561198079559505,2,2014-01-22,224900,1
Moomoomang,http://steamcommunity.com/id/Moomoomang,2,2015-10-21,404080,0
opw,http://steamcommunity.com/id/opw,2,2014-09-15,251570,1
76561198051645324,http://steamcommunity.com/profiles/76561198051645324,2,2014-07-29,227940,1
76561198065080939,http://steamcommunity.com/profiles/76561198065080939,2,2014-12-21,242920,1
6592,http://steamcommunity.com/id/6592,2,2014-06-28,40400,1
Scalerss,http://steamcommunity.com/id/Scalerss,0,2014-11-01,51100,1
mooserodah,http://steamcommunity.com/id/mooserodah,0,NaT,221100,0
76561198077072857,http://steamcommunity.com/profiles/76561198077072857,2,2015-12-12,311210,0
76561198061738634,http://steamcommunity.com/profiles/76561198061738634,2,NaT,22380,1
mygrandsonnathan,http://steamcommunity.com/id/mygrandsonnathan,2,2013-12-24,107410,1
Obamastar,http://steamcommunity.com/id/Obamastar,2,NaT,15100,1
76561198097614571,http://steamcommunity.com/profiles/76561198097614571,2,NaT,730,1
explosiv3,http://steamcommunity.com/id/explosiv3,2,2015-05-11,275200,1
76561198067229346,http://steamcommunity.com/profiles/76561198067229346,2,2014-12-26,212160,0
arbiter928,http://steamcommunity.com/id/arbiter928,2,2014-09-05,730,1
76561198034465295,http://steamcommunity.com/profiles/76561198034465295,2,NaT,226860,1
76561198018733084,http://steamcommunity.com/profiles/76561198018733084,2,2012-10-27,49520,1
76561198029566748,http://steamcommunity.com/profiles/76561198029566748,2,2015-02-17,295110,1
76561198071578622,http://steamcommunity.com/profiles/76561198071578622,2,2015-11-20,273350,1
mortonawsome100,http://steamcommunity.com/id/mortonawsome100,2,NaT,40100,1
Mortwolf,http://steamcommunity.com/id/Mortwolf,2,2015-01-15,332800,1
rossico,http://steamcommunity.com/id/rossico,2,2014-03-07,570,1
76561198056590465,http://steamcommunity.com/profiles/76561198056590465,2,2014-12-31,250900,1
0896398616,http://steamcommunity.com/id/0896398616,2,2014-06-20,206420,1
76561197967118917,http://steamcommunity.com/profiles/76561197967118917,2,2015-01-26,222900,1
76561198064711492,http://steamcommunity.com/profiles/76561198064711492,2,2014-03-21,264200,1
burningspoke,http://steamcommunity.com/id/burningspoke,2,NaT,570,1
movrex,http://steamcommunity.com/id/movrex,2,2015-10-20,319630,1
Moving_McTarget,http://steamcommunity.com/id/Moving_McTarget,2,2012-08-20,50300,1
MOV_NICHOLAS,http://steamcommunity.com/id/MOV_NICHOLAS,2,2014-03-30,244850,1
76561198001593974,http://steamcommunity.com/profiles/76561198001593974,2,NaT,334120,1
rakhalar,http://steamcommunity.com/id/rakhalar,2,NaT,383870,0
Moyi2706,http://steamcommunity.com/id/Moyi2706,2,2014-03-08,550,1
76561198047629421,http://steamcommunity.com/profiles/76561198047629421,2,2014-04-19,274190,1
mysterypancake,http://steamcommunity.com/id/mysterypancake,2,2014-07-15,203810,1
fsociety_00,http://steamcommunity.com/id/fsociety_00,2,2015-06-21,252490,1
76561198054628777,http://steamcommunity.com/profiles/76561198054628777,2,NaT,72850,1
76561198064358345,http://steamcommunity.com/profiles/76561198064358345,2,2015-09-07,359050,1
76561198043449077,http://steamcommunity.com/profiles/76561198043449077,2,2014-02-13,105600,1
mrjeffersontm,http://steamcommunity.com/id/mrjeffersontm,2,2015-11-29,4000,1
WILDCAT192,http://steamcommunity.com/id/WILDCAT192,2,2015-05-11,730,1
76561198065420140,http://steamcommunity.com/profiles/76561198065420140,2,2014-12-23,4000,1
76561198070188197,http://steamcommunity.com/profiles/76561198070188197,2,2015-08-19,236390,1
76561198105011167,http://steamcommunity.com/profiles/76561198105011167,2,2015-12-01,730,1
WhyWontSenpaiNoticeMe,http://steamcommunity.com/id/WhyWontSenpaiNoticeMe,2,2014-03-14,550,1
mouthtoass,http://steamcommunity.com/id/mouthtoass,1,2015-08-10,730,1
Tombuscus,http://steamcommunity.com/id/Tombuscus,2,2014-12-07,233270,1
Ox2009495,http://steamcommunity.com/id/Ox2009495,0,NaT,264710,1
nuclearpig22,http://steamcommunity.com/id/nuclearpig22,2,2015-10-16,274190,1
Kitakats,http://steamcommunity.com/id/Kitakats,2,2014-04-02,265930,1
moxxi2050,http://steamcommunity.com/id/moxxi2050,2,2013-11-26,209000,1
76561198065414275,http://steamcommunity.com/profiles/76561198065414275,2,2015-05-07,304930,1
76561198084015139,http://steamcommunity.com/profiles/76561198084015139,2,2013-03-02,1250,1
76561198059457068,http://steamcommunity.com/profiles/76561198059457068,2,2014-08-01,258050,1
Mr-Sydney,http://steamcommunity.com/id/Mr-Sydney,2,2015-07-25,304930,1
